taster_name,title,variety,winery,points
Kerin Oâ€™Keefe,Tercic 2013 Ribolla Gialla (Collio),Ribolla Gialla,Tercic,88
Kerin Oâ€™Keefe,Abbazia di Novacella 2014 MÃ¼ller-Thurgau (Alto Adige Valle Isarco),MÃ¼ller-Thurgau,Abbazia di Novacella,88
Kerin Oâ€™Keefe,Caldaro 2014 Sauvignon (Alto Adige),Sauvignon,Caldaro,88
Kerin Oâ€™Keefe,Colterenzio 2014 Puiten Pinot Grigio (Alto Adige),Pinot Grigio,Colterenzio,88
Kerin Oâ€™Keefe,Manincor 2014 Tannenberg Sauvignon (Alto Adige Terlano),Sauvignon,Manincor,88
Kerin Oâ€™Keefe,Mario Schiopetto 2013 Pinot Grigio (Collio),Pinot Grigio,Mario Schiopetto,88
Kerin Oâ€™Keefe,Nals Margreid 2014 Kerner (Alto Adige),Kerner,Nals Margreid,88
Kerin Oâ€™Keefe,Nals Margreid 2014 Sauvignon (Alto Adige),Sauvignon,Nals Margreid,88
Kerin Oâ€™Keefe,Le Ragnaie 2012 Fornace  (Brunello di Montalcino),Sangiovese,Le Ragnaie,94
Kerin Oâ€™Keefe,Masi 2009 Campolongo di Torbe  (Amarone della Valpolicella Classico),Red Blend,Masi,94
Kerin Oâ€™Keefe,Foradori 2013 Morei Teroldego (Vigneti delle Dolomiti),Teroldego,Foradori,93
Kerin Oâ€™Keefe,Le Ragnaie 2012  Brunello di Montalcino,Sangiovese,Le Ragnaie,93
Kerin Oâ€™Keefe,Villa Poggio Salvi 2011 Riserva  (Brunello di Montalcino),Sangiovese,Villa Poggio Salvi,93
,Terre de Trinci 2003 Riserva  (Montefalco Rosso),Red Blend,Terre de Trinci,86
,Mosolo Gleni 2006 Pinot Grigio Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Mosolo Gleni,86
,Casale Triocco 2003  Sagrantino di Montefalco,Sagrantino,Casale Triocco,85
,Castello di Monastero 2004 Sangiovese (Toscana),Sangiovese,Castello di Monastero,85
,Lungarotti 2006 Pinot Grigio Pinot Grigio (Umbria),Pinot Grigio,Lungarotti,85
,Ronco Blanchis 2006 Pinot Grigio (Collio),Pinot Grigio,Ronco Blanchis,85
,Planeta 2011 Cometa Fiano (Sicilia),Fiano,Planeta,92
,Tasca d'Almerita 2009 Cabernet Sauvignon (Sicilia),Cabernet Sauvignon,Tasca d'Almerita,92
,Palari 2009  Faro,Red Blend,Palari,92
,Planeta 2010 Chardonnay (Sicilia),Chardonnay,Planeta,92
,Morgante 2009 Don Antonio Nero d'Avola (Sicilia),Nero d'Avola,Morgante,92
Kerin Oâ€™Keefe,Hauner 2015 HierÃ  RosÃ© (Terre Siciliane),RosÃ©,Hauner,86
Kerin Oâ€™Keefe,Orion Wines 2016 The Wanted Zin Blush Rosato (Puglia),Rosato,Orion Wines,85
Kerin Oâ€™Keefe,Villa Cordevigo 2016 Heaven Scent  (Bardolino Chiaretto),Rosato,Villa Cordevigo,85
Kerin Oâ€™Keefe,Botromagno 2016 RosÃ© di Lulu Rosato (Murgia),Rosato,Botromagno,85
,Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),Red Blend,Marchesi Antinori,98
,Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido,97
,Tenuta dell'Ornellaia 2008 Ornellaia  (Bolgheri Superiore),Red Blend,Tenuta dell'Ornellaia,97
,Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Red Blend,Tenuta Argentiera,96
Kerin Oâ€™Keefe,Ceuso 2014 Scurati Nero d'Avola (Terre Siciliane),Nero d'Avola,Ceuso,88
Kerin Oâ€™Keefe,Feudo Antico 2010 Memorie Rosato (Sicilia),Rosato,Feudo Antico,88
Kerin Oâ€™Keefe,Caruso & Minini 2012 Cutaja Riserva Nero d'Avola (Delia Nivolelli),Nero d'Avola,Caruso & Minini,87
Kerin Oâ€™Keefe,Il Chiosso 2010  Gattinara,Nebbiolo,Il Chiosso,85
Kerin Oâ€™Keefe,Gru 2015  Montepulciano d'Abruzzo,Montepulciano,Gru,85
Kerin Oâ€™Keefe,Cantina Valle Tritana 2014 Capostrano  (Montepulciano d'Abruzzo),Montepulciano,Cantina Valle Tritana,85
,Sant Agnese dei F.lli Gigli 2006 Libatio Red (Toscana),Red Blend,Sant Agnese dei F.lli Gigli,90
,Il Veltro 2005  Brunello di Montalcino,Sangiovese Grosso,Il Veltro,90
,Massi di Mandorlaia 2007 Colpetroso  (Maremma),Red Blend,Massi di Mandorlaia,90
,Pieve Vecchia 2007 Pieve dei Monaci  (Maremma),Syrah,Pieve Vecchia,90
,Petra 2003 Quercegobbe Merlot (Toscana),Merlot,Petra,86
,Terralsole 2005 Solista Syrah (Toscana),Syrah,Terralsole,86
,Tommasi 2005 Poggio al Tufo Rompicollo  (Maremma),Red Blend,Tommasi,86
,Antonino Tringali-Casanuova 2005 Patrimonio Sangiovese (Toscana),Sangiovese,Antonino Tringali-Casanuova,86
,Villa Vignamaggio 2003 Wine Obsession I Miti Red (Toscana),Red Blend,Villa Vignamaggio,86
,La Gerla 2003 Birba Sangiovese Grosso (Toscana),Sangiovese Grosso,La Gerla,85
Kerin Oâ€™Keefe,Lambardi 2010  Brunello di Montalcino,Sangiovese,Lambardi,92
Kerin Oâ€™Keefe,Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino),Sangiovese,Tenuta San Giorgio,92
Kerin Oâ€™Keefe,Lisini 2008 Riserva  (Brunello di Montalcino),Sangiovese,Lisini,92
Kerin Oâ€™Keefe,Ornellaia 2012 Le Serre Nuove  (Bolgheri),Red Blend,Ornellaia,92
Kerin Oâ€™Keefe,Centolani 2010 Poggiotondo  (Brunello di Montalcino),Sangiovese,Centolani,92
Kerin Oâ€™Keefe,Capanna 2009  Brunello di Montalcino,Sangiovese,Capanna,91
Kerin Oâ€™Keefe,Bolsignano 2009 Grazia  (Brunello di Montalcino),Sangiovese,Bolsignano,91
Kerin Oâ€™Keefe,Uccelliera 2008 Riserva  (Brunello di Montalcino),Sangiovese,Uccelliera,91
Kerin Oâ€™Keefe,Villadoria 2004 Riserva  (Barolo),Nebbiolo,Villadoria,91
Kerin Oâ€™Keefe,Feudi del Pisciotto 2012 Giambattista Valli  (Cerasuolo di Vittoria),Red Blend,Feudi del Pisciotto,83
,Monteverro 2008 Tinata Red (Toscana),Red Blend,Monteverro,94
,Mazzei 2008 Castello di Fonterutoli Siepi Red (Toscana),Red Blend,Mazzei,93
,Castellare di Castellina 2009 Poggio ai Merli Merlot (Toscana),Merlot,Castellare di Castellina,93
,Terre del Marchesato 2008 Marchesale Syrah (Toscana),Syrah,Terre del Marchesato,93
,Argiano 2006 L'Orciaia  (Brunello di Montalcino),Sangiovese Grosso,Argiano,93
,Campo al Noce 2008 Syrah (Toscana),Syrah,Campo al Noce,93
,Tenuta Monteti 2004 Monteti Red (Toscana),Red Blend,Tenuta Monteti,93
,Villa Matilde 2003 Red (Falerno del Massico),Red Blend,Villa Matilde,89
,Feudi di San Gregorio 2005  Greco di Tufo,Greco,Feudi di San Gregorio,89
,Di Meo 2003 Alessandra  (Fiano di Avellino),Fiano,Di Meo,89
,Botromagno 2001 Gravisano Passito Malvasia Bianca (Murgia),Malvasia Bianca,Botromagno,89
Kerin Oâ€™Keefe,Virna Borgogno 2009 Cannubi Boschis  (Barolo),Nebbiolo,Virna Borgogno,87
Kerin Oâ€™Keefe,Pico Maccario 2011 Tre Rovere  (Barbera d'Asti Superiore),Barbera,Pico Maccario,87
Kerin Oâ€™Keefe,Stroppiana 2008 Vigna San Giacomo  (Barolo),Nebbiolo,Stroppiana,87
,Tenute Soletta 2011 Chimera  (Vermentino di Sardegna),Vermentino,Tenute Soletta,88
,Tenute Soletta 2011 Kyanos White (Isola dei Nuraghi),White Blend,Tenute Soletta,88
,Torre Quarto 2007 Regale  (Primitivo di Manduria),Primitivo,Torre Quarto,88
,Cottanera 2011 Barbazzale  (Etna),Red Blend,Cottanera,88
,Feudi di San Marzano 2010 Sud  (Primitivo di Manduria),Primitivo,Feudi di San Marzano,88
,Leone de Castris 2010 Elo Veni Negroamaro (Salento),Negroamaro,Leone de Castris,88
,Mastroberardino 2011  Greco di Tufo,Greco,Mastroberardino,88
,Planeta 2010 Plumbago Nero d'Avola (Sicilia),Nero d'Avola,Planeta,88
,Principi di Spadafora 2007 Schietto Syrah (Sicilia),Syrah,Principi di Spadafora,88
Kerin Oâ€™Keefe,Vino dei Fratelli 2013 Nero d'Avola (Terre Siciliane),Nero d'Avola,Vino dei Fratelli,84
Kerin Oâ€™Keefe,Feudi del Pisciotto 2013 Baglio del Sole Inzolia (Sicilia),Inzolia,Feudi del Pisciotto,84
Kerin Oâ€™Keefe,Selva Capuzza 2012 San Vigilio  (Lugana),Turbiana,Selva Capuzza,87
Kerin Oâ€™Keefe,Tenuta Luisa 2011 Refosco (Venezia Giulia),Refosco,Tenuta Luisa,87
Kerin Oâ€™Keefe,Mezzacorona 2013 Pinot Grigio (Vigneti delle Dolomiti),Pinot Grigio,Mezzacorona,87
Kerin Oâ€™Keefe,Montonale 2012 Montunal  (Lugana),Turbiana,Montonale,87
Kerin Oâ€™Keefe,Olivi 2008 Memento Red (Toscana),Red Blend,Olivi,87
Kerin Oâ€™Keefe,Cantina del Castello 2013 Castello  (Soave Classico),White Blend,Cantina del Castello,87
Kerin Oâ€™Keefe,Castelfeder 2012 Vom Stein Pinot Bianco (Alto Adige),Pinot Bianco,Castelfeder,87
,Deltetto 2006 Sistaglia  (Barolo),Nebbiolo,Deltetto,92
,Fratelli Alessandria 2006 Gramolere  (Barolo),Nebbiolo,Fratelli Alessandria,92
,G D Vajra 2006 Bricco delle Viole  (Barolo),Nebbiolo,G D Vajra,92
,G D Vajra 2006 Luigi Baudana Cerretta  (Barolo),Nebbiolo,G D Vajra,92
,Gian Piero Marrone 2006 Pichemej  (Barolo),Nebbiolo,Gian Piero Marrone,92
,Grimaldi Bruna 2006 Camilla  (Barolo),Nebbiolo,Grimaldi Bruna,92
,Tenuta Arnulfo 2006 Costa di Bussia  (Barolo),Nebbiolo,Tenuta Arnulfo,92
,Tenuta Rocca 2006  Barolo,Nebbiolo,Tenuta Rocca,92
,Battaglio 2007  Barbaresco,Nebbiolo,Battaglio,92
,Cascina Ballarin 2006 Bricco Rocca  (Barolo),Nebbiolo,Cascina Ballarin,92
,Cavalier Bartolomeo 2006 Cannubi San Lorenzo  (Barolo),Nebbiolo,Cavalier Bartolomeo,92
,Cavallotto 2004 Bricco Boschis Riserva Vigna San Giuseppe  (Barolo),Nebbiolo,Cavallotto,92
,Damilano 2006 Cannubi  (Barolo),Nebbiolo,Damilano,92
,Giacomo Grimaldi 2006 Le Coste  (Barolo),Nebbiolo,Giacomo Grimaldi,92
,Allegrini 2004  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Allegrini,90
,Benanti 2005 LamorÃ¨mio Red (Sicilia),Red Blend,Benanti,90
,Benanti 2006 Il Monovitigno Nerello Mascalese (Sicilia),Nerello Mascalese,Benanti,90
,Tolloy 2007 Pinot Grigio (Alto Adige),Pinot Grigio,Tolloy,87
,Pighin 2006 Pinot Grigio (Collio),Pinot Grigio,Pighin,87
,Ronco del Gelso 2006 Sot Lis Rivis Pinot Grigio (Isonzo del Friuli),Pinot Grigio,Ronco del Gelso,87
,Rocca Bernarda 2006 Vineis White (Colli Orientali del Friuli),White Blend,Rocca Bernarda,87
,Masottina 2006 Incrocio Manzoni 6.0.13 Manzoni (Colli Trevigiani),Manzoni,Masottina,87
,Comelli 2006 Amplius Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Comelli,87
,Eugenio Collavini 2007 Villa Canlungo Pinot Grigio (Collio),Pinot Grigio,Eugenio Collavini,87
,Folonari 2007 Chardonnay Chardonnay (Delle Venezie),Chardonnay,Folonari,87
,Castello di PorcÃ¬a 2006 Pinot Bianco Pinot Bianco (Friuli Grave),Pinot Bianco,Castello di PorcÃ¬a,87
,Ponchione Maurizio 2009 Monfrini  (Roero),Nebbiolo,Ponchione Maurizio,88
,Bersano 2009 Costalunga  (Barbera d'Asti),Barbera,Bersano,88
Kerin Oâ€™Keefe,Carletto 2015  Montepulciano d'Abruzzo,Montepulciano,Carletto,85
Kerin Oâ€™Keefe,La Fiera 2015  Montepulciano d'Abruzzo,Montepulciano,La Fiera,84
Kerin Oâ€™Keefe,Umani Ronchi 2015 Podere  (Montepulciano d'Abruzzo),Montepulciano,Umani Ronchi,84
Kerin Oâ€™Keefe,Barba 2015 Vasari  (Montepulciano d'Abruzzo),Montepulciano,Barba,84
Kerin Oâ€™Keefe,Valori 2014  Montepulciano d'Abruzzo,Montepulciano,Valori,84
Kerin Oâ€™Keefe,Castorani 2014 Le Paranze  (Montepulciano d'Abruzzo),Montepulciano,Castorani,84
Kerin Oâ€™Keefe,Marchesi di Barolo 2013 Cannubi  (Barolo),Nebbiolo,Marchesi di Barolo,90
Kerin Oâ€™Keefe,Monchiero 2013 Rocche di Castiglione  (Barolo),Nebbiolo,Monchiero,90
Kerin Oâ€™Keefe,Mirafiore 2015  Barbera d'Alba Superiore,Barbera,Mirafiore,89
Kerin Oâ€™Keefe,Santi 2010  Amarone della Valpolicella Classico,Red Blend,Santi,88
Kerin Oâ€™Keefe,Pieropan 2011 Le Colombare  (Recioto di Soave),Garganega,Pieropan,88
,Fornacina 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Fornacina,94
,San Polino 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,San Polino,94
,Tenuta di Sesta 2007  Brunello di Montalcino,Sangiovese Grosso,Tenuta di Sesta,94
,MÃ¡tÃ© 2007  Brunello di Montalcino,Sangiovese Grosso,MÃ¡tÃ©,94
,Molino di Sant'Antimo 2007  Brunello di Montalcino,Sangiovese Grosso,Molino di Sant'Antimo,94
,Podere Brizio 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Podere Brizio,94
,Poggio Antico 2009 Madre Red (Toscana),Red Blend,Poggio Antico,94
,Mocali 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Mocali,94
,Pietranera 2007  Brunello di Montalcino,Sangiovese Grosso,Pietranera,94
,Quattroventi 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Quattroventi,94
,Tenimenti Angelini 2006 Vigna Spuntali Val di Suga  (Brunello di Montalcino),Sangiovese Grosso,Tenimenti Angelini,94
,Uccelliera 2007  Brunello di Montalcino,Sangiovese Grosso,Uccelliera,94
,Collosorbo 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Collosorbo,94
,Verbena 2007  Brunello di Montalcino,Sangiovese Grosso,Verbena,94
,Castello Romitorio 2007  Brunello di Montalcino,Sangiovese Grosso,Castello Romitorio,94
,Il Poggiolo E. Cosimi 2006 Il Mio Brunello Riserva  (Brunello di Montalcino),Sangiovese Grosso,Il Poggiolo E. Cosimi,94
,Cantine Sant'Agata 2007 Pro Nobis  (RuchÃ© di Castagnole Monferrato),RuchÃ©,Cantine Sant'Agata,87
,Colle dei Venti 2006  Barbera d'Asti,Barbera,Colle dei Venti,87
,Salis 1637 2002 Canua  (Valtellina Superiore),Nebbiolo,Salis 1637,87
,La Scolca 2004 Pinot Nero (OltrepÃ² Pavese),Pinot Nero,La Scolca,87
Kerin Oâ€™Keefe,Bindi Sergardi 2010  Chianti Classico,Red Blend,Bindi Sergardi,85
Kerin Oâ€™Keefe,Corte alla Flora 2011  Rosso di Montepulciano,Red Blend,Corte alla Flora,85
Kerin Oâ€™Keefe,Fattoria di Montecchio 2010  Chianti Classico,Red Blend,Fattoria di Montecchio,85
Kerin Oâ€™Keefe,Vignavecchia 2011  Chianti Classico,Red Blend,Vignavecchia,85
,La Calonica 2006  Vino Nobile di Montepulciano,Prugnolo Gentile,La Calonica,90
,Marchesi Antinori 2004 Pian delle Vigne  (Brunello di Montalcino),Sangiovese Grosso,Marchesi Antinori,90
,Mazzei 2007 Fonterutoli  (Chianti Classico),Sangiovese,Mazzei,90
,Camigliano 2004  Brunello di Montalcino,Sangiovese Grosso,Camigliano,90
,Ciacci Piccolomini d'Aragona 2004  Brunello di Montalcino,Sangiovese Grosso,Ciacci Piccolomini d'Aragona,90
,Tenimenti Angelini 2005 San Leonino Riserva  (Chianti Classico),Sangiovese,Tenimenti Angelini,90
,Tenuta La Fuga 2004  Brunello di Montalcino,Sangiovese Grosso,Tenuta La Fuga,90
,Tiezzi 2004  Brunello di Montalcino,Sangiovese Grosso,Tiezzi,90
,Borgo Scopeto 2005 Vigna Misciano Riserva  (Chianti Classico),Sangiovese,Borgo Scopeto,90
,Canalicchio Franco Pacenti 2004  Brunello di Montalcino,Sangiovese Grosso,Canalicchio Franco Pacenti,90
Kerin Oâ€™Keefe,ArbÃ©ta 2013  Barbera d'Alba Superiore,Barbera,ArbÃ©ta,85
Kerin Oâ€™Keefe,Villa Rinaldi 2000 Corpus  (Amarone della Valpolicella),Red Blend,Villa Rinaldi,88
Kerin Oâ€™Keefe,Domenico Fraccaroli 2008 Grotta del Ninfeo  (Amarone della Valpolicella),Red Blend,Domenico Fraccaroli,88
Kerin Oâ€™Keefe,Trabucchi d'Illasi 2007  Amarone della Valpolicella,Red Blend,Trabucchi d'Illasi,88
Kerin Oâ€™Keefe,Manara 2010 Le Morete  (Valpolicella Classico Superiore Ripasso),Red Blend,Manara,88
Kerin Oâ€™Keefe,Mario Schiopetto 2011 Blanc des Rosis White (Collio),White Blend,Mario Schiopetto,88
Kerin Oâ€™Keefe,Montecariano 2009  Valpolicella Classico Superiore Ripasso,Red Blend,Montecariano,88
Kerin Oâ€™Keefe,Antica Corte 2010  Amarone della Valpolicella,Red Blend,Antica Corte,88
Kerin Oâ€™Keefe,Tenuta RapitalÃ  2016 Campo Reale Nero d'Avola (Sicilia),Nero d'Avola,Tenuta RapitalÃ ,87
,Tasca d'Almerita 2011 Sallier de la Tour Grillo (Sicilia),Grillo,Tasca d'Almerita,85
,Torrevento 2009 Torre del Falco Nero di Troia (Murgia),Nero di Troia,Torrevento,85
,Cantine di Dolianova 2010 Dolia  (Monica di Sardegna),Monica,Cantine di Dolianova,85
,Corvo 2010 Rosso Red (Sicilia),Red Blend,Corvo,85
,Di Majo Norante 2011 Sangiovese (Terra degli Osci),Sangiovese,Di Majo Norante,85
,Bonavita 2009  Faro,Red Blend,Bonavita,85
,Corvo 2011 Bianco White (Sicilia),White Blend,Corvo,85
,Corvo 2011 Glicine Red (Sicilia),Red Blend,Corvo,85
,Miali 2011 Ametys Rosato (Puglia),Rosato,Miali,85
Kerin Oâ€™Keefe,Di Filippo 2012  Montefalco Rosso,Red Blend,Di Filippo,90
Kerin Oâ€™Keefe,Cantina della Volta 2010 RosÃ© Metodo Classico  (Lambrusco di Modena),Lambrusco di Sorbara,Cantina della Volta,90
Kerin Oâ€™Keefe,Cantina Fratelli Pardi 2011  Montefalco Rosso,Red Blend,Cantina Fratelli Pardi,90
Kerin Oâ€™Keefe,Romanelli 2010  Montefalco Sagrantino,Sagrantino,Romanelli,90
Kerin Oâ€™Keefe,Principe Pallavicini 2012 Amarasco Cesanese (Lazio),Cesanese,Principe Pallavicini,90
Kerin Oâ€™Keefe,Ruffino 2010 Greppone Mazzi  (Brunello di Montalcino),Sangiovese,Ruffino,90
Kerin Oâ€™Keefe,Capanne Ricci 2010  Brunello di Montalcino,Sangiovese,Capanne Ricci,90
Kerin Oâ€™Keefe,Collosorbo 2009 Riserva  (Brunello di Montalcino),Sangiovese,Collosorbo,90
Kerin Oâ€™Keefe,La Cappuccina 2013 Monte Stelle  (Soave Classico),Garganega,La Cappuccina,88
Kerin Oâ€™Keefe,Lis Neris 2010 Tal LÃ¹c White (Venezia Giulia),White Blend,Lis Neris,88
Kerin Oâ€™Keefe,Aurelio Settimo 2010 Rocche dell'Annunziata  (Barolo),Nebbiolo,Aurelio Settimo,95
Kerin Oâ€™Keefe,Giacomo Fenocchio 2010 Villero  (Barolo),Nebbiolo,Giacomo Fenocchio,95
Kerin Oâ€™Keefe,Giovanni Rosso 2010 Cerretta  (Barolo),Nebbiolo,Giovanni Rosso,95
Kerin Oâ€™Keefe,Rizzi 2009 Boito Riserva  (Barbaresco),Nebbiolo,Rizzi,95
Kerin Oâ€™Keefe,Le Strette 2010 Bergera Pezzole  (Barolo),Nebbiolo,Le Strette,94
Kerin Oâ€™Keefe,Roccheviberti 2010 Rocche di Castiglione  (Barolo),Nebbiolo,Roccheviberti,94
Kerin Oâ€™Keefe,Cascina Ballarin 2010 Tre Ciabot  (Barolo),Nebbiolo,Cascina Ballarin,94
Kerin Oâ€™Keefe,Comm. G. B. Burlotto 2010 Cannubi  (Barolo),Nebbiolo,Comm. G. B. Burlotto,94
Kerin Oâ€™Keefe,Cordero di Montezemolo 2010 Bricco Gattera  (Barolo),Nebbiolo,Cordero di Montezemolo,94
Kerin Oâ€™Keefe,Barale Fratelli 2010 Castellero  (Barolo),Nebbiolo,Barale Fratelli,94
Kerin Oâ€™Keefe,Brezza 2010  Barolo,Nebbiolo,Brezza,94
Kerin Oâ€™Keefe,Paolo Scavino 2010 Carobric  (Barolo),Nebbiolo,Paolo Scavino,94
Kerin Oâ€™Keefe,Pio Cesare 2010  Barolo,Nebbiolo,Pio Cesare,94
Kerin Oâ€™Keefe,Rivetto 2010 del Comune di Serralunga d'Alba  (Barolo),Nebbiolo,Rivetto,94
Kerin Oâ€™Keefe,Castelfeder 2013 Rieder Lagrein (Alto Adige),Lagrein,Castelfeder,89
Kerin Oâ€™Keefe,Tiefenbrunner 2013 Turmhof Lagrein (Alto Adige),Lagrein,Tiefenbrunner,89
Kerin Oâ€™Keefe,Le Senate 2012 Cacinello Red (Marche),Red Blend,Le Senate,89
Kerin Oâ€™Keefe,Valle dell'Acate 2012  Cerasuolo di Vittoria Classico,Red Blend,Valle dell'Acate,89
Kerin Oâ€™Keefe,Pala 2013 Assoluto White (Isola dei Nuraghi),White Blend,Pala,89
Kerin Oâ€™Keefe,Basilisco 2011 Teodosio  (Aglianico del Vulture),Aglianico,Basilisco,89
Kerin Oâ€™Keefe,Barale Fratelli 2009 Bussia  (Barolo),Nebbiolo,Barale Fratelli,90
Kerin Oâ€™Keefe,Barale Fratelli 2009 Castellero  (Barolo),Nebbiolo,Barale Fratelli,90
,Borgo di Colloredo 2005 Gironia Biferno Rosato Red (Molise),Red Blend,Borgo di Colloredo,83
,Avignonesi 2007 Desiderio Merlot (Cortona),Merlot,Avignonesi,90
,Caccia al Piano 1868 2009 Ruit Hora  (Bolgheri),Red Blend,Caccia al Piano 1868,90
,Le Buche 2008 Olivi Cantine Pugnitello (Toscana),Pugnitello,Le Buche,89
,Marchesi Antinori 2009 Guado al Tasso il Bruciato  (Bolgheri),Red Blend,Marchesi Antinori,89
,Casa di Terra 2010 Moreccio  (Bolgheri),Red Blend,Casa di Terra,89
,Conte Ferdinando Guicciardini 2008 Massi di Mandorlaia Riserva  (Morellino di Scansano),Sangiovese,Conte Ferdinando Guicciardini,89
,Donna Olimpia 1898 2009 Tageto Red (Toscana),Red Blend,Donna Olimpia 1898,89
Kerin Oâ€™Keefe,ZymÃ¨ 2006  Amarone della Valpolicella Classico,Red Blend,ZymÃ¨,90
Kerin Oâ€™Keefe,Venturini Massimino 2009 Semonte Alto  (Valpolicella Classico Superiore Ripasso),Red Blend,Venturini Massimino,90
Kerin Oâ€™Keefe,Zenato 2007 Sergio Zenato Riserva  (Amarone della Valpolicella Classico),Red Blend,Zenato,90
Joe Czerwinski,Geretto 2001 Pinot Grigio (Delle Venezie),Pinot Grigio,Geretto,87
Joe Czerwinski,Bortoluzzi 2001 Pinot Grigio (Isonzo del Friuli),Pinot Grigio,Bortoluzzi,87
Roger Voss,Girolamo Dorigo 2000 Chardonnay (Colli Orientali del Friuli),Chardonnay,Girolamo Dorigo,87
Joe Czerwinski,Merk 2001 Tocai (Friuli Aquileia),Tocai,Merk,87
Joe Czerwinski,Pradio 1999 Teraje Chardonnay (Friuli Grave),Chardonnay,Pradio,87
Roger Voss,Masi 2002 Colbaraca Classico  (Soave),Garganega,Masi,87
Joe Czerwinski,Masottina 2001 Vigneto Ai Palazzi Pinot Grigio (Piave),Pinot Grigio,Masottina,87
Kerin Oâ€™Keefe,MandraRossa 2015 Urra di Mare Sauvignon (Sicilia),Sauvignon,MandraRossa,86
Kerin Oâ€™Keefe,Mastroberardino 2013 NeroametÃ  Aglianico (Campania),Aglianico,Mastroberardino,86
Kerin Oâ€™Keefe,Terredora 2012 Campore  (Fiano di Avellino),Fiano,Terredora,86
Kerin Oâ€™Keefe,Agricola Bellaria 2014 Oltre  (Greco di Tufo),Greco,Agricola Bellaria,86
Kerin Oâ€™Keefe,Agricola Pugliano 2013  Chianti,Red Blend,Agricola Pugliano,87
Kerin Oâ€™Keefe,Le Casalte 2012 Quercetonda  (Vino Nobile di Montepulciano),Sangiovese,Le Casalte,87
Kerin Oâ€™Keefe,Le Fonti a San Giorgio 2011  Chianti Montespertoli,Red Blend,Le Fonti a San Giorgio,86
Kerin Oâ€™Keefe,Astorre Noti 2011  Vino Nobile di Montepulciano,Red Blend,Astorre Noti,86
Kerin Oâ€™Keefe,Bindi Sergardi 2013 Al Canapo  (Chianti Colli Senesi),Sangiovese,Bindi Sergardi,86
Kerin Oâ€™Keefe,Bonacchi 2013 Casalino  (Chianti Classico),Red Blend,Bonacchi,86
Kerin Oâ€™Keefe,Castello di Querceto 2013  Chianti Classico,Red Blend,Castello di Querceto,86
Kerin Oâ€™Keefe,Coli 2013 Pratale  (Chianti Classico),Red Blend,Coli,86
Kerin Oâ€™Keefe,Campo di Sasso 2014 Insoglio del Cinghiale Red (Toscana),Red Blend,Campo di Sasso,88
Kerin Oâ€™Keefe,Fattoria La Striscia 2014 Sangiovese (Toscana),Sangiovese,Fattoria La Striscia,88
Kerin Oâ€™Keefe,Fattoria Sardi 2015 Le Cicale Rosato (Toscana),Rosato,Fattoria Sardi,88
Kerin Oâ€™Keefe,Guicciardini Strozzi 2012 VignarÃ¨ Red (Toscana),Red Blend,Guicciardini Strozzi,88
Kerin Oâ€™Keefe,Il Palagio 2012 Sister Moon Red (Toscana),Red Blend,Il Palagio,88
Kerin Oâ€™Keefe,Val delle Rose 2015  Morellino di Scansano,Red Blend,Val delle Rose,88
Kerin Oâ€™Keefe,Baccinetti 2011 Saporaia  (Brunello di Montalcino),Sangiovese,Baccinetti,88
Kerin Oâ€™Keefe,Sangervasio 2011 I Renai Merlot (Toscana),Merlot,Sangervasio,88
